1,nbaplayer-yahoo-height.txt
1,nbaplayer-yahoo-name.txt
1,nbaplayer-yahoo-team.txt
1,nbaplayer-yahoo-weight.txt
0,
0.805128205,restaurant-fodors-cuisine.txt
0.885470085,restaurant-fodors-name.txt
0.995821727,restaurant-fodors-phone.txt
0.997996995,restaurant-frommers-address.txt
0.999490316,restaurant-frommers-cuisine.txt
0.916875313,restaurant-frommers-name.txt
0.700629651,restaurant-frommers-phone.txt
0,
0.498163115,restaurant-gayot-cuisine.txt
0.8935,restaurant-gayot-name.txt
0.731,restaurant-gayot-phone.txt
0,
1,restaurant-opentable-cuisine.txt
1,restaurant-opentable-name.txt
0.549779736,restaurant-opentable-phone.txt
0,
1,restaurant-pickarestaurant-cuisine.txt
0,
1,restaurant-pickarestaurant-phone.txt
0,
0.817,restaurant-restaurantica-cuisine.txt
1,restaurant-restaurantica-name.txt
0.998989389,restaurant-restaurantica-phone.txt
0,
0.996174863,restaurant-tripadvisor-cuisine.txt
0.664,restaurant-tripadvisor-name.txt
1,restaurant-tripadvisor-phone.txt
0,
0,
0.919039643,restaurant-urbanspoon-name.txt
1,restaurant-urbanspoon-phone.txt
0,
0.998,restaurant-usdiners-cuisine.txt
1,restaurant-usdiners-name.txt
1,restaurant-usdiners-phone.txt
0,
0.9985,restaurant-zagat-cuisine.txt
0.9995,restaurant-zagat-name.txt
1,restaurant-zagat-phone.txt
1,university-collegeboard-name.txt
0.1765,university-collegeboard-phone.txt
1,university-collegeboard-type.txt
1,university-collegeboard-website.txt
0.9855,university-collegenavigator-name.txt
1,university-collegenavigator-phone.txt
0.7755,university-collegenavigator-type.txt
1,university-collegenavigator-website.txt
1,university-collegeprowler-name.txt
1,university-collegeprowler-phone.txt
0.9995,university-collegeprowler-type.txt
1,university-collegeprowler-website.txt
1,university-collegetoolkit-name.txt
0,
1,university-collegetoolkit-type.txt
1,university-collegetoolkit-website.txt
1,university-ecampustours-name.txt
1,university-ecampustours-phone.txt
1,university-ecampustours-type.txt
1,university-ecampustours-website.txt
1,university-embark-name.txt
0.8715,university-embark-phone.txt
1,university-embark-type.txt
1,university-embark-website.txt
0.671,university-matchcollege-name.txt
1,university-matchcollege-phone.txt
0.9985,university-matchcollege-type.txt
1,university-matchcollege-website.txt
0.985365854,university-princetonreview-name.txt
0,
1,university-princetonreview-type.txt
0,
1,university-studentaid-name.txt
0,
0.9545,university-studentaid-type.txt
1,university-studentaid-website.txt
0.993184031,university-usnews-name.txt
1,university-usnews-phone.txt
1,university-usnews-type.txt
1,university-usnews-website.txt
